基金代码,基金名称,币种,份额类别,市场标签,交易场所,净值日期,近1年收益率,近3年收益率,近5年收益率,近10年收益率,日累计申购限额,限额来源,申购状态,赎回状态,天天基金申购费,管理费率,托管费率,销售服务费率,申购费率明细,赎回费率明细,定期报告链接
026228,富国全球科技互联网股票(QDII)D,人民币,D,全球,场外/联接/LOF,2026-05-21,--,--,--,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50%；大于等于100万元，小于500万元: 1.20%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_026228_3.html
012061,富国全球消费精选混合(QDII)美元,美元,未标明,全球,场外/联接/LOF,2026-05-21,15.59%,104.53%,--,--,,,开放申购,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.50%；大于等于20万美元，小于100万美元: 1.20%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_012061_3.html
012060,富国全球消费精选混合(QDII)人民币A,人民币,A,全球,场外/联接/LOF,2026-05-25,10.94%,107.68%,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于500万元: 1.20% | 0.12%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_012060_3.html
012062,富国全球消费精选混合(QDII)人民币C,人民币,C,全球,场外/联接/LOF,2026-05-25,10.28%,103.85%,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.60%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_012062_3.html
022170,富国全球消费精选混合(QDII)人民币E,人民币,E,全球,场外/联接/LOF,2026-05-21,10.49%,--,--,--,,,开放申购,开放赎回,,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_022170_3.html
009562,工银全球股票(QDII)美元,美元,未标明,全球,场外/联接/LOF,2026-05-24,12.39%,54.73%,15.10%,--,,,暂停申购,开放赎回,,1.20%（每年）,0.20%（每年）,未披露/不适用,小于15万美元: 1.60%；大于等于15万美元，小于45万美元: 1.00%；大于等于45万美元，小于75万美元: 0.80%；大于等于75万美元: 每笔150美元,小于7天: 1.50%；大于等于7天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_009562_3.html
486001,工银全球股票(QDII)人民币,人民币,未标明,全球,场外/联接/LOF,2026-05-21,6.86%,50.31%,22.38%,114.15%,无限额,天天基金F10购买信息,暂停申购,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,---,小于100万元: 1.60% | 0.16%；大于等于100万元，小于300万元: 1.00% | 0.10%；大于等于300万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_486001_3.html
486002,工银全球精选股票(QDII),人民币,未标明,全球,场外/联接/LOF,2026-05-25,13.89%,63.42%,52.50%,202.95%,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,---,小于100万元: 1.60% | 0.16%；大于等于100万元，小于300万元: 1.00% | 0.10%；大于等于300万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_486002_3.html
000906,广发全球精选股票(QDII)美元A,美元,A,全球,场外/联接/LOF,2026-05-21,77.35%,179.71%,87.94%,348.39%,个人280美元 / 机构7万美元,广发基金官网直销限额接口,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.60%；大于等于20万美元，小于100万美元: 1.00%；大于等于100万美元，小于200万美元: 0.50%；大于等于200万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于1年: 0.50%；大于等于1年，小于2年: 0.30%；大于等于2年: 0.00%,https://fundf10.eastmoney.com/jjgg_000906_3.html
270023,广发全球精选股票(QDII)人民币A,人民币,A,全球,场外/联接/LOF,2026-05-25,68.47%,170.93%,99.74%,360.67%,"个人2,000元 / 机构50万元",广发基金官网直销限额接口,限大额,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.60% | 0.16%；大于等于100万元，小于500万元: 1.00% | 0.10%；大于等于500万元，小于1000万元: 0.50% | 0.05%；大于等于1000万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于1年: 0.50%；大于等于1年，小于2年: 0.30%；大于等于2年: 0.00%,https://fundf10.eastmoney.com/jjgg_270023_3.html
021277,广发全球精选股票(QDII)人民币C,人民币,C,全球,场外/联接/LOF,2026-05-25,67.36%,--,--,--,"个人2,000元 / 机构50万元",广发基金官网直销限额接口,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.60%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_021277_3.html
023402,广发全球精选股票(QDII)人民币F,人民币,F,全球,场外/联接/LOF,2026-05-21,67.61%,--,--,--,"1,000万元",广发基金官网直销限额接口,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.50%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_023402_3.html
011421,广发全球科技三个月定开混合(QDII)美元A,美元,A,全球,场外/联接/LOF,2026-05-21,27.61%,78.82%,31.56%,--,,,开放申购,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于10万美元: 1.50%；大于等于10万美元，小于40万美元: 1.20%；大于等于40万美元，小于100万美元: 0.80%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_011421_3.html
011423,广发全球科技三个月定开混合(QDII)美元C,美元,C,全球,场外/联接/LOF,2026-05-21,27.13%,76.65%,28.88%,--,,,开放申购,开放赎回,,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_011423_3.html
011420,广发全球科技三个月定开混合(QDII)人民币A,人民币,A,全球,场外/联接/LOF,2026-05-24,21.25%,73.30%,39.80%,--,无限额,天天基金F10购买信息,暂停申购,暂停赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于50万元: 1.50% | 0.15%；大于等于50万元，小于200万元: 1.20% | 0.12%；大于等于200万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_011420_3.html
011422,广发全球科技三个月定开混合(QDII)人民币C,人民币,C,全球,场外/联接/LOF,2026-05-24,20.76%,71.19%,36.99%,--,无限额,天天基金F10购买信息,暂停申购,暂停赎回,0.00%,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_011422_3.html
000370,广发全球医疗保健美元现汇(QDII)A,美元,A,全球,场外/联接/LOF,2026-05-21,14.13%,16.44%,23.13%,92.52%,200美元,广发基金官网直销限额接口,限大额,开放赎回,,0.80%（每年）,0.20%（每年）,0.00%（每年）,小于10万美元: 1.30%；大于等于10万美元，小于20万美元: 0.70%；大于等于20万美元，小于100万美元: 0.30%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于1年: 0.50%；大于等于1年，小于2年: 0.30%；大于等于2年: 0.00%,https://fundf10.eastmoney.com/jjgg_000370_3.html
016281,广发全球医疗保健美元现汇(QDII)C,美元,C,全球,场外/联接/LOF,2026-05-21,13.71%,15.07%,--,--,200美元,广发基金官网直销限额接口,限大额,开放赎回,,0.80%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_016281_3.html
000369,广发全球医疗保健指数人民币(QDII)A,人民币,A,全球,场外/联接/LOF,2026-05-21,8.40%,12.78%,30.86%,100.64%,100元,广发基金官网直销限额接口,限大额,开放赎回,0.13%,0.80%（每年）,0.20%（每年）,0.00%（每年）,小于50万元: 1.30% | 0.13%；大于等于50万元，小于100万元: 0.70% | 0.07%；大于等于100万元，小于500万元: 0.30% | 0.03%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于1年: 0.50%；大于等于1年，小于2年: 0.30%；大于等于2年: 0.00%,https://fundf10.eastmoney.com/jjgg_000369_3.html
016280,广发全球医疗保健指数人民币(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-21,8.00%,11.46%,--,--,100元,广发基金官网直销限额接口,限大额,开放赎回,0.00%,0.80%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_016280_3.html
006374,国富全球科技互联混合(QDII)美元现汇A,美元,A,全球,场外/联接/LOF,2026-05-21,118.59%,246.04%,202.68%,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.50%；大于等于20万美元，小于50万美元: 0.80%；大于等于50万美元，小于100万美元: 0.40%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_006374_3.html
021843,国富全球科技互联混合(QDII)美元现汇C,美元,C,全球,场外/联接/LOF,2026-05-21,117.58%,--,--,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_021843_3.html
006373,国富全球科技互联混合(QDII)人民币A,人民币,A,全球,场外/联接/LOF,2026-05-22,107.83%,237.75%,222.71%,--,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于300万元: 0.80% | 0.08%；大于等于300万元，小于500万元: 0.40% | 0.04%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_006373_3.html
021842,国富全球科技互联混合(QDII)人民币C,人民币,C,全球,场外/联接/LOF,2026-05-22,106.94%,--,--,--,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_021842_3.html
501312,华宝海外科技股票(QDII-LOF)A,人民币,A,全球,场外/联接/LOF,2026-05-25,45.93%,115.15%,--,--,5000元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.12%,1.00%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.20% | 0.12%；大于等于100万元，小于200万元: 0.60% | 0.06%；大于等于200万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天，小于180天: 0.25%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_501312_3.html
017204,华宝海外科技股票(QDII-LOF)C,人民币,C,全球,场外/联接/LOF,2026-05-25,45.50%,113.40%,--,--,5000元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.00%,1.00%（每年）,0.20%（每年）,0.30%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天: 0.00%,https://fundf10.eastmoney.com/jjgg_017204_3.html
017144,华宝海外新能源汽车股票发起式(QDII)A,人民币,A,全球,场外/联接/LOF,2026-05-25,13.75%,67.40%,--,--,1.00万元,天天基金F10购买信息,限大额,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于200万元: 1.00% | 0.10%；大于等于200万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_017144_3.html
017145,华宝海外新能源汽车股票发起式(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-25,13.29%,65.51%,--,--,1.00万元,天天基金F10购买信息,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_017145_3.html
008253,华宝致远混合(QDII)A,人民币,A,全球,场外/联接/LOF,2026-05-25,96.09%,150.48%,50.19%,--,1.00万元,天天基金F10购买信息,限大额,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于200万元: 1.00% | 0.10%；大于等于200万元，小于500万元: 0.50% | 0.05%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_008253_3.html
008254,华宝致远混合(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-25,95.30%,147.48%,47.23%,--,1.00万元,天天基金F10购买信息,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_008254_3.html
006447,华夏海外聚享混合发起式(QDII-FOF)A美元现钞,美元,未标明,全球,场外/联接/LOF,2026-05-21,8.18%,29.42%,29.36%,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于10万美元: 1.00%；大于等于10万美元，小于40万美元: 0.80%；大于等于40万美元，小于100万美元: 0.60%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_006447_3.html
006446,华夏海外聚享混合发起式(QDII-FOF)A美元现汇,美元,未标明,全球,场外/联接/LOF,2026-05-21,8.18%,29.42%,29.36%,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于10万美元: 1.00%；大于等于10万美元，小于40万美元: 0.80%；大于等于40万美元，小于100万美元: 0.60%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_006446_3.html
006445,华夏海外聚享混合发起式(QDII-FOF)A人民币,人民币,A,全球,场外/联接/LOF,2026-05-25,2.78%,25.37%,37.45%,--,10.00万元,天天基金F10购买信息,限大额,开放赎回,0.10%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于50万元: 1.00% | 0.10%；大于等于50万元，小于200万元: 0.80% | 0.08%；大于等于200万元，小于500万元: 0.60% | 0.06%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_006445_3.html
006448,华夏海外聚享混合发起式(QDII-FOF)C人民币,人民币,C,全球,场外/联接/LOF,2026-05-25,2.37%,23.88%,34.49%,--,10.00万元,天天基金F10购买信息,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_006448_3.html
000041,华夏全球股票(QDII)(人民币),人民币,未标明,全球,场外/联接/LOF,2026-05-25,28.51%,81.54%,28.14%,117.69%,1.00万元,天天基金F10购买信息,限大额,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,---,小于100万元: 1.60% | 0.16%；大于等于100万元，小于500万元: 1.30% | 0.13%；大于等于500万元，小于1000万元: 0.90% | 0.09%；大于等于1000万元: 每笔1000元,小于7天: 1.50%；大于等于7天: 0.50%,https://fundf10.eastmoney.com/jjgg_000041_3.html
019550,华夏全球股票美元现钞(QDII),美元,未标明,全球,场外/联接/LOF,2026-05-21,35.30%,--,--,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,未披露/不适用,小于20万美元: 1.60%；大于等于20万美元，小于100万美元: 1.30%；大于等于100万美元，小于200万美元: 0.90%；大于等于200万美元: 每笔200美元,小于7天: 1.50%；大于等于7天: 0.50%,https://fundf10.eastmoney.com/jjgg_019550_3.html
019549,华夏全球股票美元现汇(QDII),美元,未标明,全球,场外/联接/LOF,2026-05-21,35.30%,--,--,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,未披露/不适用,小于20万美元: 1.60%；大于等于20万美元，小于100万美元: 1.30%；大于等于100万美元，小于200万美元: 0.90%；大于等于200万美元: 每笔200美元,小于7天: 1.50%；大于等于7天: 0.50%,https://fundf10.eastmoney.com/jjgg_019549_3.html
019448,华夏全球科技先锋混合(QDII)A(美元现钞),美元,未标明,全球,场外/联接/LOF,2026-05-21,115.06%,--,--,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于10万美元: 1.50%；大于等于10万美元，小于40万美元: 1.20%；大于等于40万美元，小于100万美元: 0.80%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天: 0.00%,https://fundf10.eastmoney.com/jjgg_019448_3.html
019447,华夏全球科技先锋混合(QDII)A(美元现汇),美元,未标明,全球,场外/联接/LOF,2026-05-21,115.06%,--,--,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于10万美元: 1.50%；大于等于10万美元，小于40万美元: 1.20%；大于等于40万美元，小于100万美元: 0.80%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天: 0.00%,https://fundf10.eastmoney.com/jjgg_019447_3.html
005698,华夏全球科技先锋混合(QDII)A(人民币),人民币,未标明,全球,场外/联接/LOF,2026-05-25,104.29%,209.97%,156.28%,--,5000元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于50万元: 1.50% | 0.15%；大于等于50万元，小于200万元: 1.20% | 0.12%；大于等于200万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天: 0.00%,https://fundf10.eastmoney.com/jjgg_005698_3.html
024239,华夏全球科技先锋混合(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-25,102.18%,--,--,--,5000元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.60%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_024239_3.html
016201,汇添富全球汽车产业升级混合(QDII)美元现钞,美元,未标明,全球,场外/联接/LOF,2026-05-21,11.27%,52.49%,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,暂停赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 0.16%；大于等于20万美元，小于100万美元: 0.10%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_016201_3.html
016200,汇添富全球汽车产业升级混合(QDII)美元现汇,美元,未标明,全球,场外/联接/LOF,2026-05-21,11.27%,52.14%,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.60% | 0.16%；大于等于20万美元，小于100万美元: 1.00% | 0.10%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_016200_3.html
016199,汇添富全球汽车产业升级混合(QDII)人民币A,人民币,A,全球,场外/联接/LOF,2026-05-25,5.71%,47.67%,--,--,10.00万元,天天基金F10购买信息,限大额,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.60% | 0.16%；大于等于100万元，小于500万元: 1.00% | 0.10%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_016199_3.html
016202,汇添富全球汽车产业升级混合(QDII)人民币C,人民币,C,全球,场外/联接/LOF,2026-05-25,5.07%,45.19%,--,--,10.00万元,天天基金F10购买信息,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.60%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_016202_3.html
006310,汇添富全球消费混合(QDII)美元现汇,美元,未标明,全球,场外/联接/LOF,2026-05-24,8.45%,28.13%,-18.93%,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.60% | 0.16%；大于等于20万美元，小于50万美元: 1.00% | 0.10%；大于等于50万美元，小于100万美元: 0.50% | 0.05%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_006310_3.html
006308,汇添富全球消费混合(QDII)人民币A,人民币,A,全球,场外/联接/LOF,2026-05-25,3.02%,24.12%,-13.84%,--,1000元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.60% | 0.16%；大于等于100万元，小于200万元: 1.00% | 0.10%；大于等于200万元，小于500万元: 0.50% | 0.05%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_006308_3.html
006309,汇添富全球消费混合(QDII)人民币C,人民币,C,全球,场外/联接/LOF,2026-05-25,1.98%,20.45%,-18.05%,--,1000元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,1.00%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_006309_3.html
004879,汇添富全球医疗混合(QDII)美元现钞,美元,未标明,全球,场外/联接/LOF,2026-05-21,18.55%,36.96%,6.89%,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,暂停赎回,,1.20%（每年）,0.20%（每年）,---,小于20万美元: 0.16%；大于等于20万美元，小于50万美元: 0.10%；大于等于50万美元，小于100万美元: 0.05%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_004879_3.html
004878,汇添富全球医疗混合(QDII)美元现汇,美元,未标明,全球,场外/联接/LOF,2026-05-21,18.55%,36.96%,6.89%,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,---,小于20万美元: 1.60% | 0.16%；大于等于20万美元，小于50万美元: 1.00% | 0.10%；大于等于50万美元，小于100万美元: 0.50% | 0.05%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_004878_3.html
004877,汇添富全球医疗混合(QDII)人民币,人民币,未标明,全球,场外/联接/LOF,2026-05-25,12.62%,32.67%,13.61%,--,1.00万元,天天基金F10购买信息,限大额,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,---,小于100万元: 1.60% | 0.16%；大于等于100万元，小于200万元: 1.00% | 0.10%；大于等于200万元，小于500万元: 0.50% | 0.05%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_004877_3.html
006426,汇添富全球移动互联混合(QDII)美元现汇,美元,未标明,全球,场外/联接/LOF,2026-05-24,47.79%,--,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,暂停赎回,0.16%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.60% | 0.16%；大于等于20万美元，小于50万美元: 1.00% | 0.10%；大于等于50万美元，小于100万美元: 0.50% | 0.05%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_006426_3.html
001668,汇添富全球移动互联混合(QDII)人民币A,人民币,A,全球,场外/联接/LOF,2026-05-25,40.44%,121.80%,84.98%,--,5000元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.60% | 0.16%；大于等于100万元，小于200万元: 1.00% | 0.10%；大于等于200万元，小于500万元: 0.50% | 0.05%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_001668_3.html
015202,汇添富全球移动互联混合(QDII)人民币C,人民币,C,全球,场外/联接/LOF,2026-05-25,39.60%,117.52%,--,--,5000元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.60%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_015202_3.html
015203,汇添富全球移动互联混合(QDII)人民币D,人民币,D,全球,场外/联接/LOF,2026-05-24,39.86%,118.79%,--,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_015203_3.html
